Name,Degree,Excentricidad,Clustering,Diámetro,Radio,Camino más corto promedio,Transitividad,Eficiencia Global,Rich Club Coefficient,Core Ratio,Central Point Dominance,Spectral radius,Modularidad,Colaboratividad Original,Colaboratividad 1,Colaboratividad 2,Colaboratividad 3
G0,3.2,5.972972972972973,0.04533316454369086,8.0,4.0,3.8086368977673324,0.06427573358174196,0.2952575401488593,1.0,0.4702702702702703,0.18635956014549127,1.9124115339617997,0.9245593419506463,0.12241857216211188,0.6621184676201429,-0.397605253740407,0.11818926582633249
G1,3.2240437158469946,5.994535519125683,0.031926561492279064,7.0,4.0,3.7360235393022276,0.06808707735062529,0.299566215725484,0.6666666666666666,0.45901639344262296,0.25237659604226254,1.8994658376384546,0.9032006245120999,0.14351677467306548,0.686544784098748,-0.36872873526461414,0.11814499734264484
G2,3.461988304093567,5.251461988304094,0.049009447855246566,6.0,4.0,3.541658066735466,0.06385591485878019,0.31640981538813656,0.4,0.43859649122807015,0.3230079791742039,1.900281056754657,0.908359133126935,0.15800538387645185,0.7067879180694142,-0.3376702402964993,0.12866596243846912
G3,3.397727272727273,5.255681818181818,0.038061834410648636,6.0,4.0,3.5779220779220777,0.05968858131487889,0.31171753246754047,1.0,0.4715909090909091,0.245419688592931,1.8961026323301833,0.9108441558441558,0.14498900520132832,0.6801885813148869,-0.3491677717914661,0.1230880905280949
G4,3.3258426966292136,5.134831460674158,0.04391563148389947,6.0,4.0,3.54516600012696,0.05550541516245487,0.3123436805687964,1.0,0.4887640449438202,0.28728763552870057,1.8767234061140794,0.9058592014219514,0.15205473313065274,0.6705374725483655,-0.3432617468285557,0.12598923344692012
G5,3.2568306010928962,5.672131147540983,0.04656079268972982,7.0,4.0,3.8257971536660063,0.05377358490566038,0.29422669446090255,1.0,0.453551912568306,0.21083202126249104,1.911198520602705,0.8978562421185372,0.1618131676738174,0.6722962020231412,-0.3735553847172922,0.12210353050878804
G6,3.248618784530387,6.685082872928176,0.036524419464027014,9.0,5.0,3.7612031921424185,0.05371530886302596,0.30174286493807173,1.0,0.430939226519337,0.20861950606686047,1.956966167779335,0.9015960712093308,0.14945246493636305,0.6891905249367636,-0.396551120548729,0.1206567566819239
G7,3.1041666666666665,5.598958333333333,0.04051320319138302,7.0,4.0,3.8035013089005236,0.043785310734463276,0.29422733316716115,0.3333333333333333,0.421875,0.18549650848524077,1.904209074514357,0.9213023560209425,0.12032570429353664,0.6664239658911533,-0.40468506095652734,0.11664808563166706
G8,3.310734463276836,5.5875706214689265,0.06649587729136268,7.0,4.0,3.7056368772470467,0.0625,0.3024833687969291,0.6666666666666666,0.4971751412429379,0.2595153450478186,1.9195487904110977,0.9119157678479712,0.1566422923800971,0.6604379142514745,-0.36796374384376207,0.1293338472771493
G9,3.36046511627907,5.534883720930233,0.03241456140626426,7.0,4.0,3.676390588875289,0.052342971086739784,0.30516245393844565,1.0,0.48255813953488375,0.18074693624420393,1.886551340154199,0.9118727050183598,0.1381000722279247,0.6602900027485636,-0.3736950110856113,0.1188725986595846
